X,Y,Field1,Field2,Field3,Field4,Field5,Field6,насел,icon_url
35.9023196750001,51.0056984290001,"6754",хутор Никольский,Белгородская область,Ракитянский муниципальный район,"35.902319675000058","51.005698429000063","20",./0.png
35.9511770550001,51.0227322580001,"6755",село Драгунка,Белгородская область,Ивнянский муниципальный район,"35.951177055000073","51.022732258000076","409",./1.png
35.9504104100001,51.0051474150001,"6756",село Нижние Пены,Белгородская область,Ракитянский муниципальный район,"35.950410410000075","51.005147415000067","1000",./1.png
35.951300905,51.1246892290001,"6757",село Хомутцы,Белгородская область,Ивнянский муниципальный район,"35.951300905000039","51.124689229000069","489",./1.png
35.971477829,51.1281113730001,"6758",село Самарино,Белгородская область,Ивнянский муниципальный район,"35.971477829000037","51.128111373000081","170",./0.png
35.3507350130001,50.954797166,"6759",село Поповка,Белгородская область,Краснояружский муниципальный район,"35.350735013000076","50.954797166000048","90",./0.png
35.39210461,50.9470397420001,"6760",село Демидовка,Белгородская область,Краснояружский муниципальный район,"35.392104610000047","50.947039742000072","270",./1.png
35.4140428490001,50.876292816,"6761",поселок Прилесье,Белгородская область,Краснояружский муниципальный район,"35.414042849000055","50.876292816000046","150",./0.png
35.493340426,50.754688898,"6762",хутор Высокий,Белгородская область,Краснояружский муниципальный район,"35.493340426000032","50.754688898000040","4",./0.png
35.4887564260001,50.7564125100001,"6763",хутор Подвысокий,Белгородская область,Краснояружский муниципальный район,"35.488756426000066","50.756412510000075","4",./0.png
35.4860380530001,50.7914409190001,"6764",село Вязовое,Белгородская область,Краснояружский муниципальный район,"35.486038053000073","50.791440919000081","1000",./1.png
35.4365564230001,50.812032527,"6765",село Колотиловка,Белгородская область,Краснояружский муниципальный район,"35.436556423000070","50.812032527000042","370",./1.png
35.4773391140001,50.857971938,"6766",село Репяховка,Белгородская область,Краснояружский муниципальный район,"35.477339114000074","50.857971938000048","820",./1.png
35.4912427720001,50.9134797940001,"6767",хутор Подоловский,Белгородская область,Краснояружский муниципальный район,"35.491242772000078","50.913479794000068","4",./0.png
35.4256766730001,50.9181742810001,"6768",село Графовка,Белгородская область,Краснояружский муниципальный район,"35.425676673000055","50.918174281000063","710",./1.png
35.4462592410001,50.954895929,"6769",село Романовка,Белгородская область,Краснояружский муниципальный район,"35.446259241000064","50.954895929000031","50",./0.png
35.5369474250001,50.7452991820001,"6770",посёлок Задорожный,Белгородская область,Краснояружский муниципальный район,"35.536947425000051","50.745299182000053","150",./0.png
35.533827009,50.8699499310001,"6771",хутор Бондарев,Белгородская область,Краснояружский муниципальный район,"35.533827009000049","50.869949931000065","4",./0.png
35.569901148,50.8717383790001,"6772",хутор Ново-Репяховка,Белгородская область,Краснояружский муниципальный район,"35.569901148000042","50.871738379000078","50",./0.png
35.5971591420001,50.8455122410001,"6773",поселок Вязовский,Белгородская область,Краснояружский муниципальный район,"35.597159142000066","50.845512241000051","200",./0.png
35.610861791,50.732796147,"6774",хутор Крисаново,Белгородская область,Краснояружский муниципальный район,"35.610861791000048","50.732796147000045","70",./0.png
35.604177513,50.7388908980001,"6775",хутор Савченко,Белгородская область,Краснояружский муниципальный район,"35.604177513000025","50.738890898000079","80",./0.png
35.611876529,50.8897563,"6776",хутор Барилов,Белгородская область,Ракитянский муниципальный район,"35.611876529000028","50.889756300000045","70",./0.png
35.601412123,50.8871140780001,"6777",хутор Добрино,Белгородская область,Ракитянский муниципальный район,"35.601412123000046","50.887114078000081","60",./0.png
35.6128192350001,50.900163481,"6778",село Илек-Кошары,Белгородская область,Ракитянский муниципальный район,"35.612819235000075","50.900163481000050","670",./1.png
35.613329229,50.9289660860001,"6779",хутор Новый Путь,Белгородская область,Ракитянский муниципальный район,"35.613329229000044","50.928966086000059","50",./0.png
35.6568854940001,50.905573626,"6780",поселок Юсупово,Белгородская область,Ракитянский муниципальный район,"35.656885494000051","50.905573626000034","70",./0.png
35.658049298,50.8009752630001,"6781",посёлок городского типа Красная Яруга,Белгородская область,Краснояружский муниципальный район,"35.658049298000037","50.800975263000055","7955",./2.png
35.6422592800001,50.7692850810001,"6782",хутор Фищево,Белгородская область,Краснояружский муниципальный район,"35.642259280000076","50.769285081000078","90",./0.png
35.6541676620001,50.756569529,"6783",хутор Первомайский,Белгородская область,Краснояружский муниципальный район,"35.654167662000077","50.756569529000046","30",./0.png
35.6592233010001,50.7367433690001,"6784",поселок Быценков,Белгородская область,Краснояружский муниципальный район,"35.659223301000054","50.736743369000067","270",./1.png
35.7322119890001,50.6762425800001,"6785",село Русская Берёзовка,Белгородская область,Ракитянский муниципальный район,"35.732211989000064","50.676242580000064","310",./1.png
35.694974776,50.7417114930001,"6786",поселок Отрадовский,Белгородская область,Краснояружский муниципальный район,"35.694974776000038","50.741711493000082","210",./1.png
35.7187746,50.9100464110001,"6787",село Новозахаровка,Белгородская область,Ракитянский муниципальный район,"35.718774600000074","50.910046411000053","40",./0.png
35.7662762580001,50.8788355950001,"6788",село Борисполье,Белгородская область,Ракитянский муниципальный район,"35.766276258000062","50.878835595000055","480",./1.png
35.772123945,50.8958349170001,"6789",село Новоленинское,Белгородская область,Ракитянский муниципальный район,"35.772123945000033","50.895834917000059","40",./0.png
35.7720950340001,50.7930529110001,"6790",посёлок городского типа Пролетарский,Белгородская область,Ракитянский муниципальный район,"35.772095034000074","50.793052911000075","8600",./2.png
35.7144054560001,50.7657695140001,"6791",село Отрадовка,Белгородская область,Краснояружский муниципальный район,"35.714405456000065","50.765769514000056","140",./0.png
