Регио,МО,Тип н�,Насел,Адрес,Широт,Долго,Кратк,icon_url
Новосибирская область,Ордынский район,Деревня,Пушкарево,"Новосибирская область, Ордынский район, д. Пушкарево, ул. Центральная, 30","54.17055555555555","81.38527777777779",ФАП,./0.png
Новосибирская область,Ордынский район,Деревня,Малоирменка,"Новосибирская область, Ордынский район, д. Малоирменка, ул. Дачная, 11","54.54138888888889","81.88555555555556",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Веселая,"Новосибирская область, Северный район, д. Веселая, ул. Заречная, 8","56.605555555555554","78.22222222222223",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Алексеевка,"Новосибирская область, Северный район, д. Алексеевка, ул. Заречная, 15","56.315","77.73",ФАП,./0.png
Новосибирская область,Ордынский район,Село,Черемшанка,"Новосибирская область, Ордынский район, с. Черемшанка, ул. Садовая, 2","54.21555555555556","81.49888888888889",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Большие Кулики,"Новосибирская область, Северный район, д. Большие Кулики, ул. Школьный, 1","56.280277777777776","77.71333333333334",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Алешинка,"Новосибирская область, Северный район, д. Алешинка, ул. Лесная, 20","56.34","78.94472222222223",ФАП,./0.png
Новосибирская область,Северный район,Село,Гражданцево,"Новосибирская область, Северный район, с. Гражданцево, ул. Набережная, 11","56.3575","78.16472222222222",ФАП,./0.png
Новосибирская область,Северный район,Село,Останинка,"Новосибирская область, Северный район, с. Останинка, ул. Зеленая, 20","56.720555555555556","78.26361111111112",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Ичкала,"Новосибирская область, Северный район, д. Ичкала, ул. Зеленая, 2","56.62861111111111","78.58055555555555",ФАП,./0.png
Новосибирская область,Северный район,Село,Остяцк,"Новосибирская область, Северный район, с. Остяцк, ул. Центральная, 24/2","56.70888888888889","78.07944444444443",ФАП,./0.png
Новосибирская область,Северный район,Село,Федоровка,"Новосибирская область, Северный район, с. Федоровка, ул. Центральная, 43","56.074444444444445","78.83611111111111",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Ударник,"Новосибирская область, Северный район, д. Ударник, ул. Центральная, 14","56.37916666666667","78.12805555555555",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Малиновка,"Новосибирская область, Северный район, д. Малиновка, ул. Центральная, 14","56.39666666666667","78.05583333333333",ФАП,./0.png
Новосибирская область,Северный район,Поселок,Среднеичинский,"Новосибирская область, Северный район, п. Среднеичинский, ул. Центральная, 14","55.89611111111111","78.44611111111111",ФАП,./0.png
Новосибирская область,Северный район,Село,Новотроицк,"Новосибирская область, Северный район, с. Новотроицк, ул. Советская, 41","56.18944444444444","78.67861111111111",ФАП,./0.png
Новосибирская область,Северный район,Село,Бергуль,"Новосибирская область, Северный район, с. Бергуль, ул. Центральная, 53","56.6075","78.48972222222223",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Ново-Никольск,"Новосибирская область, Северный район, д. Ново-Никольск, ул. Центральная, 18","56.22138888888889","77.67583333333334",ФАП,./0.png
Новосибирская область,Сузунский район,Село,Каргаполово,"Новосибирская область, Сузунский район, с. Каргаполово, ул. Центральная, 33","53.75083333333333","81.93472222222222",ФАП,./0.png
Новосибирская область,Сузунский район,Село,Маюрово,"Новосибирская область, Сузунский район, с. Маюрово, ул. Центральная, 15","54.31222222222222","82.42861111111111",ФАП,./0.png
Новосибирская область,Северный район,Село,Чебаки,"Новосибирская область, Северный район, с. Чебаки, ул. Советская, 9","56.324444444444445","78.54277777777777",ФАП,./0.png
Новосибирская область,Северный район,Деревня,Витинск,"Новосибирская область, Северный район, д. Витинск, ул. Школьная, 20","56.30027777777777","78.415",ФАП,./0.png
Новосибирская область,Сузунский район,Деревня,Камышенка,"Новосибирская область, Сузунский район, д. Камышенка, ул. Центральная, 14","53.643055555555556","82.34055555555555",ФАП,./0.png
Новосибирская область,Сузунский район,Населенный пункт,Участок Новостройка,"Новосибирская область, Сузунский район, нп. Участок Новостройка, ул. Центральная, 12","53.89611111111111","82.26305555555555",ФАП,./0.png
